CustomerID,Gender,Age,Tenure,SubscriptionType,ContractType,MonthlyCharges,TotalCharges,PaymentMethod,LoginFrequency,SupportTickets,LastActiveDate,Churn
CUST101051,Male,59,61,Premium,Month-to-month,100.18,6117.66,Credit card,6,1.0,2026-06-16,Yes
CUST100180,Male,64,37,Basic,Month-to-month,19.89,746.11,Unknown,11,2.0,2026-07-31,No
CUST100758,Male,48,61,Premium,Month-to-month,89.03,5399.05,Mailed check,14,1.0,2026-06-27,No
CUST100657,Male,58,45,Basic,Month-to-month,15.55,703.83,Mailed check,11,2.0,2026-07-22,No
CUST101734,Male,34,58,Premium,Month-to-month,94.37,5470.36,E-check,12,1.0,2026-07-15,No
CUST100376,Female,32,33,Standard,One year,48.71,1597.3,Bank transfer,12,1.0,2026-07-14,No
CUST101900,Female,24,63,Standard,Month-to-month,38.28,2406.11,Mailed check,8,3.0,2026-07-07,Yes
CUST100023,Female,43,5,Premium,Month-to-month,100.72,492.05,E-check,10,1.0,2026-07-03,Yes
CUST100346,Male,31,66,Standard,Two year,52.83,3493.03,Credit card,10,2.0,2026-07-08,No
CUST101645,Male,38,56,Standard,One year,60.12,3367.22,Credit card,12,2.0,2026-07-27,No
CUST101857,Male,72,29,Basic,One year,27.42,797.31,Mailed check,12,0.0,2026-07-18,No
CUST101724,Female,27,14,Standard,One year,61.5,835.5,Bank transfer,16,1.0,2026-06-23,No
CUST100008,Male,34,27,Standard,Month-to-month,52.73,1427.11,Bank transfer,11,0.0,2026-07-25,Yes
CUST100228,Male,25,44,Standard,Two year,61.47,2693.41,Bank transfer,15,2.0,2026-07-28,No
CUST100489,Male,63,35,Basic,One year,15.0,554.45,Bank transfer,19,1.0,2026-07-22,No
CUST100213,Male,20,40,Basic,Month-to-month,38.6,1529.75,Credit card,12,1.0,2026-07-15,Yes
CUST100835,Female,28,25,Standard,Month-to-month,62.74,1559.48,Bank transfer,13,2.0,2026-07-19,Yes
CUST100688,Male,71,6,Premium,Month-to-month,85.51,489.96,E-check,10,1.0,2026-07-27,Yes
CUST100449,Female,53,12,Basic,Month-to-month,28.26,344.35,Bank transfer,20,4.0,2026-07-07,No
CUST101412,Male,18,17,Basic,Month-to-month,21.8,401.95,Credit card,10,2.0,2026-07-27,No
CUST100015,Male,42,24,Basic,Two year,26.11,636.89,Credit card,9,0.0,2026-06-04,No
CUST101573,Female,61,61,Standard,Two year,59.99,3618.3,E-check,18,0.0,2026-07-15,No
CUST101783,Female,24,36,Standard,Month-to-month,51.07,1845.5,Bank transfer,16,0.0,2026-07-10,No
CUST101782,Female,45,49,Standard,Month-to-month,62.5,3055.34,Bank transfer,15,0.0,2026-07-30,No
CUST101457,Female,48,47,Premium,One year,101.44,4754.63,Credit card,14,1.0,2026-06-30,No
CUST100957,Male,28,12,Basic,Month-to-month,16.92,184.72,Credit card,12,1.0,2026-07-29,Yes
CUST100546,Male,24,51,Basic,One year,26.67,1337.47,Mailed check,6,1.0,2026-06-03,Yes
CUST101162,Female,29,45,Standard,Month-to-month,42.01,1883.24,Credit card,13,1.0,2026-07-20,No
CUST100660,Female,31,23,Standard,Two year,42.82,949.76,Mailed check,17,1.0,2026-07-08,No
CUST100354,Female,24,49,Basic,Two year,19.05,907.71,Credit card,15,2.0,2026-07-04,No
CUST100748,Male,70,49,Standard,One year,61.38,3011.01,Bank transfer,12,1.0,2026-06-08,No
CUST100207,Female,58,63,Premium,One year,84.13,5291.93,Mailed check,14,1.0,2026-07-21,No
CUST101156,Female,25,9,Premium,Month-to-month,97.01,824.23,Mailed check,17,2.0,2026-07-10,No
CUST100739,Female,70,56,Premium,Month-to-month,87.75,4889.82,Mailed check,11,0.0,2026-07-04,No
CUST101083,Female,66,9,Standard,Month-to-month,50.44,439.96,Bank transfer,10,1.0,2026-07-24,No
CUST100416,Male,32,45,Basic,Month-to-month,18.83,869.47,Mailed check,11,0.0,2026-07-14,Yes
CUST101432,Female,48,32,Premium,Month-to-month,96.23,3080.11,Credit card,8,0.0,2026-07-30,Yes
CUST101067,Male,62,54,Premium,Two year,93.4,5003.1,Bank transfer,11,2.0,2026-05-12,Yes
CUST101598,Female,56,57,Basic,Month-to-month,44.71,2550.28,Mailed check,14,1.0,2026-06-02,No
CUST100701,Female,60,7,Standard,One year,59.37,404.57,E-check,6,1.0,2026-06-18,No
CUST100442,Male,42,71,Standard,Month-to-month,59.53,4227.12,Bank transfer,11,4.0,2026-07-22,Yes
CUST101426,Male,41,6,Basic,Month-to-month,41.33,251.82,E-check,7,2.0,2026-07-20,No
CUST101449,Female,25,58,Basic,Month-to-month,19.54,1132.26,Bank transfer,9,0.0,2026-07-27,No
CUST100536,Female,49,56,Basic,Two year,15.0,846.16,Credit card,12,1.0,2026-07-27,No
CUST100348,Female,46,3,Basic,Month-to-month,34.69,137.8,Credit card,8,0.0,2026-07-30,No
CUST101420,Male,60,0,Basic,Month-to-month,15.84,3.41,E-check,13,3.0,2026-06-04,No
CUST100403,Male,74,18,Standard,Month-to-month,58.26,1065.53,Bank transfer,13,0.0,2026-07-06,No
CUST100362,Male,68,34,Standard,One year,66.6,2279.94,Bank transfer,13,0.0,2026-07-02,Yes
CUST100026,Female,27,10,Basic,One year,28.5,266.42,Bank transfer,17,0.0,2026-07-03,Yes
CUST101116,Male,30,31,Basic,Two year,27.23,844.63,Unknown,16,3.0,2026-07-13,No
CUST101177,Female,74,60,Standard,Two year,52.92,3209.71,E-check,13,1.0,2026-07-16,Yes
CUST100177,Male,22,54,Premium,Two year,95.5,5170.04,Credit card,9,0.0,2026-05-05,No
CUST101937,Female,42,12,Premium,Two year,84.9,1023.0,Bank transfer,10,0.0,2026-07-29,Yes
CUST100879,Male,31,35,Standard,Month-to-month,44.89,1582.88,Credit card,10,0.0,2026-07-06,No
CUST101901,Male,38,60,Standard,Two year,49.76,2976.71,Mailed check,14,2.0,2026-08-01,No
CUST100755,Female,46,68,Basic,Two year,34.07,2341.9,Mailed check,15,3.0,2026-08-01,No
CUST100252,Female,44,18,Standard,Month-to-month,62.74,1168.14,Credit card,16,0.0,2026-07-18,Yes
CUST100414,Male,29,19,Basic,Two year,30.06,578.72,Bank transfer,7,0.0,2026-06-19,No
CUST100558,Female,28,58,Basic,Month-to-month,35.0,2050.13,Credit card,13,0.0,2026-07-15,No
CUST100553,Female,43,23,Basic,One year,32.93,736.46,Bank transfer,11,0.0,2026-07-29,No
CUST100193,Male,20,34,Standard,Month-to-month,51.45,1748.16,Credit card,16,1.0,2026-05-28,No
CUST101502,Female,42,27,Basic,One year,34.79,949.32,Credit card,9,0.0,2026-06-17,Yes
CUST100704,Male,74,58,Premium,Month-to-month,84.16,4911.74,Credit card,8,1.0,2026-05-31,Yes
CUST101491,Male,28,18,Standard,Month-to-month,55.04,998.58,Credit card,8,2.0,2026-07-27,No
CUST100445,Male,24,37,Basic,Two year,32.54,1188.95,E-check,5,2.0,2026-07-17,No
CUST100788,Female,18,16,Standard,Month-to-month,50.61,841.04,Mailed check,14,0.0,2026-07-16,No
CUST101936,Male,40,26,Standard,Two year,60.89,1584.16,Credit card,10,0.0,2026-07-11,No
CUST101799,Male,26,65,Basic,Two year,31.9,2082.74,Bank transfer,10,1.0,2026-07-31,No
CUST101464,Male,67,60,Standard,Month-to-month,64.11,3859.24,Bank transfer,18,5.0,2026-07-08,Yes
CUST100451,Female,55,60,Standard,Month-to-month,47.64,2881.44,Credit card,10,1.0,2026-05-28,Yes
CUST101399,Male,25,7,Premium,One year,79.4,550.65,Bank transfer,11,0.0,2026-07-01,No
CUST100464,Female,25,34,Basic,Month-to-month,20.68,719.21,Credit card,16,0.0,2026-06-15,No
CUST100687,Male,20,5,Basic,Month-to-month,28.35,123.11,Bank transfer,9,0.0,2026-06-23,No
CUST100458,Male,19,41,Basic,Month-to-month,22.98,937.95,Bank transfer,9,0.0,2026-06-02,Yes
CUST101376,Female,59,63,Standard,Month-to-month,43.67,2731.27,Credit card,6,1.0,2026-05-02,Yes
CUST100943,Male,52,64,Standard,Month-to-month,51.14,3312.81,Bank transfer,16,0.0,2026-07-04,No
CUST101617,Male,51,59,Standard,Month-to-month,44.8,2608.1,Credit card,11,0.0,2026-06-10,Yes
CUST100747,Male,37,32,Standard,One year,60.63,1947.59,Mailed check,11,1.0,2026-07-11,No
CUST100369,Male,46,16,Basic,Month-to-month,22.71,351.91,Bank transfer,15,0.0,2026-07-14,No
CUST100484,Male,41,12,Standard,One year,52.12,621.33,Unknown,13,3.0,2026-07-22,No
CUST101352,Male,62,53,Standard,Month-to-month,59.71,3155.84,E-check,11,2.0,2026-06-25,No
CUST101187,Male,72,57,Premium,Month-to-month,89.74,5098.44,E-check,14,2.0,2026-07-22,Yes
CUST100307,Female,48,31,Standard,Month-to-month,49.05,1537.1,Credit card,11,2.0,2026-07-16,No
CUST100285,Male,60,24,Basic,Month-to-month,38.71,899.88,Credit card,12,0.0,2026-07-30,Yes
CUST100623,Female,32,12,Standard,Month-to-month,47.75,590.16,Bank transfer,7,0.0,2026-07-02,No
CUST101473,Female,72,53,Standard,Month-to-month,55.37,2971.48,Credit card,15,0.0,2026-07-12,No
CUST100700,Female,25,31,Basic,Two year,23.44,738.53,Credit card,17,2.0,2026-07-28,No
CUST101810,Female,67,31,Basic,Two year,23.87,751.32,Credit card,15,1.0,2026-07-27,Yes
CUST100925,Male,68,20,Basic,One year,33.93,672.36,Bank transfer,7,2.0,2026-08-01,No
CUST101095,Female,71,58,Basic,One year,22.03,1269.62,Mailed check,12,2.0,2026-07-22,Yes
CUST101709,Female,65,68,Basic,Month-to-month,15.0,1059.39,Bank transfer,10,1.0,2026-06-29,Yes
CUST100953,Female,21,38,Standard,Two year,61.44,2355.01,Credit card,18,3.0,2026-07-29,No
CUST101946,Male,27,33,Basic,Month-to-month,29.69,1001.88,Mailed check,13,1.0,2026-07-30,No
CUST100715,Female,66,49,Standard,Month-to-month,50.96,2470.9,Bank transfer,17,4.0,2026-07-28,No
CUST101912,Female,32,0,Premium,One year,92.27,0.0,Credit card,10,2.0,2026-07-29,No
CUST101257,Male,21,31,Standard,One year,59.7,1837.57,Credit card,11,1.0,2026-07-25,Yes
CUST100097,Female,49,50,Basic,Month-to-month,23.28,1156.38,Mailed check,14,0.0,2026-07-11,Yes
CUST101361,Female,72,1,Standard,Month-to-month,42.19,51.77,Credit card,16,1.0,2026-07-10,No
CUST101073,Male,53,19,Standard,Two year,43.12,815.87,E-check,13,3.0,2026-07-25,No
CUST100765,Male,55,43,Standard,Two year,47.71,2041.33,E-check,16,1.0,2026-07-28,No
CUST100139,Male,66,47,Standard,Month-to-month,55.56,2598.26,E-check,15,0.0,2026-07-26,No
CUST100802,Male,66,35,Basic,Month-to-month,20.82,719.04,Mailed check,14,2.0,2026-07-18,No
CUST100936,Female,70,9,Premium,Two year,105.78,952.38,Mailed check,12,0.0,2026-07-18,No
CUST101892,Male,64,64,Standard,Month-to-month,56.77,3633.84,Credit card,7,0.0,2026-05-27,Yes
CUST101438,Female,36,21,Standard,Two year,42.03,895.86,Bank transfer,9,2.0,2026-07-30,No
CUST101489,Male,49,60,Basic,One year,30.27,1824.08,Mailed check,15,0.0,2026-07-22,No
CUST101329,Male,72,10,Premium,Month-to-month,92.08,898.16,Mailed check,8,2.0,2026-07-30,No
CUST101666,Female,73,43,Basic,Month-to-month,26.19,1110.83,Bank transfer,21,1.0,2026-07-31,Yes
CUST101653,Male,34,17,Basic,Two year,27.77,470.91,Bank transfer,13,0.0,2026-07-16,No
CUST100128,Female,21,15,Basic,Month-to-month,28.79,425.41,Mailed check,13,0.0,2026-07-30,Yes
CUST100691,Female,27,54,Basic,Month-to-month,38.22,2105.12,E-check,9,0.0,2026-08-01,No
CUST100885,Male,38,56,Premium,Two year,95.49,5378.99,Credit card,11,2.0,2026-07-25,No
CUST101231,Female,42,60,Standard,Month-to-month,52.85,3160.59,Mailed check,16,1.0,2026-07-09,No
CUST101770,Male,48,11,Standard,Month-to-month,62.21,682.86,Credit card,16,2.0,2026-07-14,No
CUST100522,Female,51,7,Basic,Two year,20.64,130.15,E-check,15,2.0,2026-07-29,No
CUST100264,Male,58,13,Standard,Month-to-month,61.04,816.18,E-check,13,3.0,2026-07-31,No
CUST101159,Female,50,35,Standard,One year,51.51,1805.77,Credit card,9,1.0,2026-07-07,No
CUST101436,Female,69,36,Premium,One year,92.7,3344.85,E-check,9,3.0,2026-07-12,No
CUST101591,Male,59,63,Basic,Two year,37.9,2383.91,E-check,13,1.0,2026-07-25,No
CUST100631,Female,71,44,Basic,Two year,15.85,695.13,Credit card,6,3.0,2026-07-21,Yes
CUST100498,Male,27,29,Standard,Two year,55.7,1604.01,Credit card,12,2.0,2026-07-10,No
CUST101980,Male,18,35,Standard,Month-to-month,65.76,2306.66,Credit card,12,0.0,2026-07-09,No
CUST101363,Female,43,48,Standard,Month-to-month,55.16,2673.93,Credit card,16,1.0,2026-07-30,No
CUST101660,Male,41,12,Standard,Month-to-month,65.2,792.51,Mailed check,13,0.0,2026-07-05,Yes
CUST101152,Female,37,57,Standard,One year,52.95,3029.09,E-check,9,0.0,2026-07-28,No
CUST100432,Male,24,50,Premium,Month-to-month,89.35,4460.38,Credit card,12,3.0,2026-07-29,No
CUST101158,Female,49,18,Premium,One year,99.29,1775.77,E-check,10,0.0,2026-07-14,No
CUST101240,Male,71,66,Premium,Month-to-month,99.36,6552.32,E-check,13,1.0,2026-05-29,Yes
CUST100068,Female,72,46,Basic,Two year,15.0,681.17,Mailed check,20,2.0,2026-07-31,No
CUST100935,Male,65,10,Premium,Month-to-month,92.59,908.44,Bank transfer,7,0.0,2026-07-30,No
CUST101039,Male,27,23,Premium,Two year,82.84,1913.44,Bank transfer,11,1.0,2026-06-18,No
CUST101199,Male,66,37,Basic,Month-to-month,23.84,849.96,Credit card,16,5.0,2026-06-02,Yes
CUST101853,Male,59,47,Standard,Month-to-month,43.91,2049.09,Credit card,12,1.0,2026-06-20,No
CUST100573,Female,25,43,Premium,Two year,84.82,3644.32,Bank transfer,9,0.0,2026-07-07,No
CUST100334,Female,34,68,Premium,Two year,90.7,6156.28,Mailed check,16,1.0,2026-07-30,No
CUST100338,Female,27,55,Basic,Month-to-month,22.09,1225.59,Credit card,11,1.0,2026-07-03,Yes
CUST101343,Male,30,56,Basic,Two year,39.66,2231.8,Credit card,8,1.0,2026-06-23,No
CUST100664,Male,37,34,Premium,Month-to-month,94.57,3216.19,Mailed check,7,4.0,2026-07-23,Yes
CUST100383,Male,19,45,Standard,Two year,56.17,2545.41,Bank transfer,17,1.0,2026-07-31,No
CUST101814,Female,23,27,Basic,One year,28.0,753.2,Credit card,8,0.0,2026-07-25,No
CUST100055,Female,34,39,Standard,One year,58.48,2278.5,Mailed check,17,3.0,2026-06-04,No
CUST101643,Female,57,16,Standard,Month-to-month,68.48,1099.52,Bank transfer,18,0.0,2026-07-23,No
CUST100971,Male,53,67,Standard,Two year,56.48,3800.88,Credit card,12,2.0,2026-08-01,No
CUST100699,Male,37,50,Premium,Two year,95.21,4720.62,Mailed check,11,3.0,2026-07-09,No
CUST101535,Female,61,14,Basic,Month-to-month,31.31,432.02,Bank transfer,10,0.0,2026-07-21,No
CUST100721,Male,64,58,Premium,Month-to-month,100.59,5846.91,Mailed check,10,3.0,2026-07-24,No
CUST101682,Male,55,53,Basic,One year,15.0,773.48,E-check,15,2.0,2026-07-31,No
CUST100170,Female,74,27,Standard,Two year,45.49,1213.39,Credit card,17,4.0,2026-05-02,No
CUST101150,Male,47,66,Standard,Month-to-month,49.68,3307.97,Credit card,21,1.0,2026-07-31,Yes
CUST100956,Female,47,40,Standard,One year,65.11,2620.89,Credit card,16,0.0,2026-07-28,No
CUST100326,Male,39,59,Standard,Month-to-month,66.73,3904.03,Mailed check,10,1.0,2026-07-21,Yes
CUST100503,Female,19,44,Premium,Month-to-month,95.2,4179.75,Unknown,4,3.0,2026-08-01,No
CUST101836,Female,20,9,Basic,Two year,17.91,142.51,Credit card,13,1.0,2026-06-29,No
CUST100409,Female,51,11,Standard,Month-to-month,41.28,436.64,E-check,13,0.0,2026-07-17,No
CUST101413,Female,40,61,Standard,Month-to-month,40.32,2474.49,Credit card,15,3.0,2026-07-12,No
CUST100297,Male,56,59,Basic,Month-to-month,40.14,2406.84,E-check,15,2.0,2026-06-10,No
CUST100892,Male,70,40,Premium,Month-to-month,87.05,3432.43,Mailed check,10,1.0,2026-07-26,No
CUST100829,Female,30,44,Standard,Month-to-month,52.44,2308.03,Bank transfer,13,2.0,2026-08-01,No
CUST101940,Male,36,59,Standard,Month-to-month,68.08,4008.65,Bank transfer,11,0.0,2026-07-30,No
CUST100840,Male,21,4,Basic,Month-to-month,29.72,131.43,Unknown,18,1.0,2026-07-31,Yes
CUST101087,Female,44,58,Premium,One year,85.33,4933.13,Bank transfer,8,2.0,2026-08-01,No
CUST100734,Female,18,48,Basic,One year,31.03,1492.08,E-check,12,2.0,2026-08-01,No
CUST100671,Female,45,28,Basic,One year,19.54,524.26,E-check,13,2.0,2026-06-21,No
CUST100648,Female,61,12,Basic,Two year,25.8,308.95,Bank transfer,13,3.0,2026-07-30,No
CUST101684,Male,48,38,Basic,Two year,15.87,633.76,Credit card,16,1.0,2026-07-28,No
CUST101542,Female,39,49,Standard,Month-to-month,57.14,2809.91,Mailed check,6,0.0,2026-07-23,No
CUST101971,Male,62,47,Premium,One year,111.5,5248.07,Mailed check,10,0.0,2026-06-17,Yes
CUST100716,Male,66,14,Basic,Month-to-month,35.9,512.21,Bank transfer,9,1.0,2026-07-19,Yes
CUST100718,Female,61,27,Basic,One year,42.61,1155.09,Credit card,12,2.0,2026-06-26,No
CUST100531,Female,26,12,Standard,Two year,47.86,555.39,E-check,10,0.0,2026-07-28,Yes
CUST100407,Female,55,44,Basic,Two year,23.11,1013.9,Mailed check,8,2.0,2026-07-16,No
CUST100199,Male,64,48,Standard,Month-to-month,61.91,2979.31,Credit card,11,2.0,2026-07-12,No
CUST100473,Female,49,70,Standard,Two year,61.7,4346.31,E-check,11,2.0,2026-07-29,Yes
CUST101267,Female,35,14,Standard,Month-to-month,49.95,732.89,Mailed check,15,1.0,2026-06-15,No
CUST101205,Female,47,46,Standard,One year,57.01,2622.97,Mailed check,13,3.0,2026-07-31,No
CUST100828,Male,65,17,Standard,Two year,53.24,901.51,Mailed check,14,0.0,2026-06-07,No
CUST100216,Female,29,50,Basic,Two year,15.0,735.46,Credit card,14,0.0,2026-07-28,No
CUST100253,Male,30,27,Standard,Month-to-month,62.49,1689.08,Bank transfer,18,5.0,2026-07-31,No
CUST100152,Male,28,39,Premium,Month-to-month,85.99,3346.76,Mailed check,15,3.0,2026-07-20,No
CUST101276,Male,48,66,Standard,Month-to-month,71.0,4685.24,Credit card,10,3.0,2026-05-09,Yes
CUST101090,Female,25,67,Premium,One year,72.66,4834.34,E-check,9,1.0,2026-07-07,No
CUST100930,Male,39,41,Premium,Month-to-month,83.12,3396.56,E-check,10,1.0,2026-07-17,Yes
CUST101256,Female,32,29,Basic,One year,26.37,782.09,Credit card,8,1.0,2026-06-07,No
CUST101444,Male,22,45,Standard,Month-to-month,58.49,2632.08,Bank transfer,5,2.0,2026-07-31,No
CUST101338,Female,40,7,Basic,Two year,15.0,111.37,E-check,14,0.0,2026-07-24,No
CUST101767,Male,63,71,Standard,Month-to-month,60.08,4237.09,E-check,12,0.0,2026-07-21,No
CUST101614,Female,31,63,Basic,Month-to-month,15.0,948.81,Credit card,9,1.0,2026-07-14,No
CUST101885,Female,33,54,Basic,Month-to-month,15.0,781.76,E-check,9,1.0,2026-07-21,No
CUST100530,Male,23,52,Basic,Month-to-month,41.21,2124.13,E-check,13,1.0,2026-07-25,No
CUST101403,Female,32,58,Standard,Month-to-month,50.07,2889.13,Mailed check,9,2.0,2026-07-28,No
CUST101298,Male,68,48,Premium,Month-to-month,101.59,4858.49,E-check,8,0.0,2026-07-13,No
CUST100240,Female,34,7,Standard,Month-to-month,53.5,354.26,Bank transfer,11,0.0,2026-07-21,Yes
CUST101010,Male,56,52,Basic,Two year,35.05,1814.89,Mailed check,12,1.0,2026-07-31,No
CUST101743,Male,68,12,Basic,Month-to-month,27.29,331.5,Credit card,10,1.0,2026-07-15,No
CUST100187,Male,59,26,Standard,Month-to-month,60.09,1607.98,E-check,13,1.0,2026-07-13,No
CUST100246,Male,68,46,Premium,Month-to-month,89.91,4144.48,Credit card,5,1.0,2026-07-28,Yes
CUST100905,Female,60,46,Premium,Two year,85.99,3970.8,Bank transfer,11,3.0,2026-07-22,No
CUST101820,Male,37,71,Basic,One year,32.75,2339.77,Credit card,16,1.0,2026-06-27,No
CUST101044,Female,42,28,Basic,Month-to-month,26.8,751.36,Bank transfer,13,2.0,2026-08-01,Yes
CUST100901,Female,32,37,Standard,Month-to-month,52.6,1941.1,Credit card,14,0.0,2026-03-10,No
CUST100692,Male,46,57,Standard,Two year,60.63,3447.87,E-check,12,1.0,2026-08-01,No
CUST100302,Male,44,43,Basic,Two year,23.75,1020.1,Bank transfer,14,0.0,2026-08-01,No
CUST100283,Male,27,61,Standard,Month-to-month,61.95,3771.26,Bank transfer,11,0.0,2026-07-22,Yes
CUST100898,Male,51,9,Basic,Month-to-month,27.39,240.14,Bank transfer,14,3.0,2026-06-29,Yes
CUST100505,Male,50,44,Premium,One year,89.39,3944.6,Mailed check,11,0.0,2026-07-28,No
CUST101931,Female,69,13,Premium,Month-to-month,86.65,1122.33,Bank transfer,15,2.0,2026-07-13,No
CUST100321,Male,45,64,Basic,Two year,21.4,1358.06,Bank transfer,16,1.0,2026-07-12,No
CUST101478,Female,29,30,Standard,Two year,64.57,1955.87,Credit card,13,0.0,2026-07-27,No
CUST101261,Male,49,33,Standard,One year,46.96,1554.0,E-check,10,3.0,2026-07-21,No
CUST101167,Female,53,5,Basic,Month-to-month,24.94,84.63,Credit card,14,2.0,2026-07-26,Yes
CUST100621,Female,53,70,Basic,Month-to-month,31.68,2220.95,Bank transfer,14,1.0,2026-06-30,No
CUST101913,Female,39,64,Standard,One year,52.97,3379.17,Mailed check,12,2.0,2026-07-29,No
CUST101916,Female,31,41,Premium,Month-to-month,86.81,3560.37,Credit card,10,0.0,2026-07-28,No
CUST100122,Female,20,67,Basic,One year,17.77,1184.79,Credit card,14,1.0,2026-07-22,No
CUST101988,Male,21,58,Standard,Month-to-month,43.91,2542.58,E-check,12,0.0,2026-06-28,No
CUST100510,Male,30,16,Standard,Month-to-month,48.59,786.47,Mailed check,14,2.0,2026-07-10,Yes
CUST100280,Female,48,64,Basic,Month-to-month,23.71,1495.35,E-check,22,2.0,2026-06-25,No
CUST101750,Female,27,51,Standard,One year,67.8,3466.38,Mailed check,18,2.0,2026-07-27,No
CUST101731,Male,71,71,Premium,Two year,73.64,5249.11,Mailed check,10,0.0,2026-07-14,No
CUST101388,Male,65,20,Basic,Month-to-month,27.63,529.07,Credit card,15,2.0,2026-07-24,Yes
CUST100993,Female,32,18,Basic,Two year,23.01,400.74,Mailed check,17,0.0,2026-07-20,No
CUST101033,Female,32,6,Basic,Month-to-month,27.79,182.15,Credit card,12,0.0,2026-07-03,No
CUST101186,Female,35,10,Basic,Month-to-month,15.0,147.75,Mailed check,8,2.0,2026-07-06,No
CUST100677,Female,57,15,Premium,One year,77.63,1172.17,Credit card,19,3.0,2026-06-29,No
CUST100518,Female,43,30,Basic,Two year,15.0,448.97,Bank transfer,9,2.0,2026-07-31,No
CUST101350,Female,35,66,Standard,Month-to-month,53.5,3531.37,E-check,11,2.0,2026-07-17,Yes
CUST101511,Male,68,3,Premium,Two year,99.11,282.97,E-check,17,0.0,2026-07-30,No
CUST100067,Male,43,24,Basic,One year,30.39,714.78,Credit card,13,0.0,2026-07-22,No
CUST100332,Female,21,37,Basic,Month-to-month,23.79,879.62,E-check,10,0.0,2026-07-30,No
CUST100568,Male,36,49,Standard,One year,55.41,2708.89,E-check,9,2.0,2026-08-01,No
CUST101173,Male,58,8,Standard,Month-to-month,60.23,508.48,E-check,13,1.0,2026-07-31,No
CUST101198,Male,64,0,Standard,One year,57.4,0.0,Bank transfer,11,3.0,2026-07-12,No
CUST101433,Female,63,27,Standard,Month-to-month,46.02,1224.46,Credit card,14,2.0,2026-07-21,No
CUST101074,Male,20,18,Standard,Month-to-month,45.86,823.85,Mailed check,11,1.0,2026-07-31,No
CUST100472,Male,55,25,Premium,One year,92.95,2331.08,Mailed check,14,0.0,2026-07-19,Yes
CUST101510,Male,49,49,Standard,Month-to-month,68.72,3344.52,E-check,20,0.0,2026-06-28,No
CUST100511,Female,69,33,Standard,One year,55.49,1843.3,Credit card,9,2.0,2026-07-19,No
CUST100477,Female,50,64,Standard,Two year,54.55,3475.52,Mailed check,12,0.0,2026-07-29,No
CUST101427,Male,34,21,Premium,One year,93.83,1939.04,Credit card,13,1.0,2026-07-03,No
CUST101401,Male,25,56,Basic,Month-to-month,16.86,942.21,E-check,10,2.0,2026-07-20,No
CUST100318,Male,58,36,Standard,Month-to-month,54.66,1969.51,Credit card,11,0.0,2026-06-03,Yes
CUST100955,Male,42,33,Basic,Month-to-month,25.36,853.65,E-check,15,3.0,2026-07-08,Yes
CUST101719,Male,43,48,Basic,One year,21.81,1084.93,E-check,14,2.0,2026-06-30,No
CUST101201,Female,55,4,Premium,Month-to-month,97.13,391.55,Mailed check,12,1.0,2026-07-31,Yes
CUST100581,Male,35,26,Premium,Two year,94.05,2461.21,Unknown,12,2.0,2026-06-23,No
CUST100132,Male,65,11,Basic,Month-to-month,22.61,239.09,Bank transfer,13,1.0,2026-08-01,Yes
CUST101725,Female,67,16,Premium,Month-to-month,88.27,1403.27,Credit card,12,1.0,2026-07-31,No
CUST101005,Male,21,66,Basic,Month-to-month,23.42,1541.98,Credit card,8,1.0,2026-07-02,Yes
CUST101939,Male,60,34,Premium,Month-to-month,88.96,3005.0,Credit card,11,3.0,2026-06-24,Yes
CUST101790,Male,33,20,Basic,One year,26.54,554.04,Bank transfer,10,3.0,2026-06-14,Yes
CUST101952,Male,54,69,Standard,Two year,53.96,3697.13,E-check,18,1.0,2026-06-08,No
CUST100368,Male,51,46,Premium,Month-to-month,79.77,3680.06,Credit card,16,1.0,2026-05-22,No
CUST100732,Male,43,27,Basic,Month-to-month,25.82,700.6,Credit card,13,0.0,2026-07-20,No
CUST100417,Female,61,11,Standard,One year,66.48,705.03,Bank transfer,7,1.0,2026-07-29,No
CUST100125,Female,73,1,Basic,Month-to-month,34.98,27.23,Credit card,13,0.0,2026-07-24,No
CUST100857,Male,38,25,Basic,Month-to-month,29.15,734.96,E-check,11,1.0,2026-07-22,Yes
CUST101041,Female,31,56,Standard,Month-to-month,51.19,2821.44,E-check,10,2.0,2026-07-27,No
CUST100256,Male,23,40,Basic,Two year,26.96,1069.93,E-check,10,0.0,2026-07-17,No
CUST101969,Male,33,34,Basic,Month-to-month,27.99,944.46,Credit card,10,2.0,2026-07-24,No
CUST101548,Male,46,19,Standard,One year,49.66,927.75,Credit card,11,1.0,2026-07-27,No
CUST100289,Female,48,27,Basic,Month-to-month,24.82,657.47,Bank transfer,15,1.0,2026-07-07,No
CUST101283,Male,19,0,Basic,One year,39.75,0.0,Credit card,19,1.0,2026-07-04,No
CUST100777,Female,18,58,Basic,Month-to-month,26.75,1540.69,Mailed check,14,1.0,2026-06-25,No
CUST100081,Female,50,22,Basic,Month-to-month,29.89,636.32,E-check,16,0.0,2026-07-10,No
CUST100053,Female,59,33,Basic,Month-to-month,22.57,725.46,E-check,17,0.0,2026-03-20,No
CUST101599,Male,44,33,Premium,Month-to-month,89.13,2956.34,Credit card,13,2.0,2026-06-18,No
CUST101479,Female,44,23,Standard,One year,69.29,1593.75,Mailed check,9,1.0,2026-07-18,No
